code,water_source_type,inspecting_agency,inspection_date,region,district,source_name,nearest_settlement_name,distance_to_settlement,establishing_agency,date_source_established,latitude,longitude,gps_precision,permanent,functioning,reason_for_non_functioning,last_intervention_agency,last_intervention_description,last_intervention_date
DWBKXU033,Dug Well,SWALIM_GSA,2017-05-20,Bakool,Xudur,El Godow,El Godow,,Private,,4.1042,43.9319,,,Yes,,,,
DWSNXU001,Dug Well,SWALIM_HGS,2012-01-11,Sanaag,Xudun,Faragal,Sabawanaag,,,,9.313972,46.983888,,,Yes,,,,2060-09-20
DWTGBC001,Dug Well,SWALIM_WSIS,2008-06-13,Togdheer,Burco,Wadhan Dug Well 2,Wadhan,,,,9.6305,45.3166,,,No,,,,
DWTGBC002,Dug Well,SWALIM_WSIS,2008-06-20,Togdheer,Burco,Wadhan Dug Well,Wadhan Village,,GRC - Germany Red Cross,,9.6293,45.3169,,Yes,Yes,,GRC - Germany Red Cross,,
DWTGBC004,Dug Well,SWALIM_HGS,2012-01-03,Togdheer,Burco,caynaba,Caynabo,,,,8.9559,45.4099,,,Yes,,,,2062-09-08
DWTGBC006,Dug Well,SWALIM_HGS,2012-02-28,Togdheer,Burco,Karasharka 2,,,,,9.6875,45.4458,,,Yes,,,,
DWTGBC008,Dug Well,Somaliland_MoWRD,2019-10-06,Togdheer,Burco,Harada gubata xil (small lake),Harada gubata xil,,Community,,8.778,45.4632,4.7,no,No,,,,
DWTGBC024,Dug Well,SWALIM_WSIS,2008-06-21,Togdheer,Burco,Ceel Biilicle,Bilicle,,,,8.5658,45.5857,,Yes,Yes,,,,
DWTGBC009,Dug Well,Somaliland_MoWRD,2019-10-06,Togdheer,Burco,Harada Gubata Xil Dug Well 9,Harada gubata xil,,Community, 10/6/1994,8.7775,45.4633,4.7,no,No,,,,
DWTGBC033,Dug Well,SWALIM_HGS,2012-02-23,Togdheer,Burco,Beer 5,,,,,9.3671,45.7641,,,Yes,,,,
DWTGBC011,Dug Well,Somaliland_MoWRD,2019-10-06,Togdheer,Burco,Harada gubata xil Dug Well 7,Harada gubata Xil,,Community, 10/6/2019,8.7776,45.4635,19,no,No,,,,
DWTGBC012,Dug Well,Somaliland_MoWRD,2019-10-06,Togdheer,Burco,Harada gubata xil Dug Well 8,Harada Gubata xil,,Community, 10/6/2001,8.7773,45.4636,4.9,no,No,,,,
DWTGBC013,Dug Well,Somaliland_MoWRD,2019-10-06,Togdheer,Burco,Harada gubata xil Dug Well 6,Harada gubata xil,,Community, 10/6/2005,8.7778,45.4638,4.9,no,Yes,,,,
DWBKWA038,Dug Well,SWALIM Archives,2004-07-06,Bakool,Waajid,Meegagle,,3.0,,16-06-05,3.7036,43.3186,,No,Yes,,,,2005-06-26
DWTGBC014,Dug Well,Somaliland_MoWRD,2019-10-06,Togdheer,Burco,Harada gubata xil Dug Well 3,Harada gubata xil,,Community, 10/6/1980,8.7786,45.464,19,no,No,,,,
DWTGBC015,Dug Well,Somaliland_MoWRD,2019-10-06,Togdheer,Burco,Harada gubata xil Dug Well4,Harada gubata xill,,Community, 10/6/1980,8.7785,45.464,4.9,no,No,,,,
DWTGBC022,Dug Well,SWALIM_WSIS,2008-05-13,Togdheer,Burco,Ceel Gooni Dug Well 1,,,,,9.5304,45.5394,,Yes,Yes,,,,
DWTGBC023,Dug Well,SWALIM_WSIS,2008-06-28,Togdheer,Burco,Dibis Dug Well 1,Dhubato,,,,9.7362,45.5473,,Yes,Yes,,,,2007-01-28
DWNGGA028,Dug Well,SWALIM_HGS,2011-12-11,Nugaal,Garoowe,Kalabayr,,,,,8.4116,48.4908,,,Yes,,,,2011-03-08
DWNGGA029,Dug Well,SWALIM_WSIS,2008-08-04,Nugaal,Garoowe,Garowe 15,,,,,8.4137,48.4912,,Yes,Yes,,,,
DWNGGA030,Dug Well,SWALIM_WSIS,2008-07-09,Nugaal,Garoowe,Quracle 2,,,,,8.5501,48.4931,,Yes,Yes,,,,
DWNGGA031,Dug Well,SWALIM_WSIS,2008-07-09,Nugaal,Garoowe,Qaxab,Sibidhiq,,,,8.6819,48.4949,,Yes,Yes,,,,
DWNGGA032,Dug Well,SWALIM_WSIS,2008-08-04,Nugaal,Garoowe,Bulsho,,,,,8.409,48.4929,,Yes,Yes,,,,
DWNGGA033,Dug Well,SWALIM_HGS,2011-12-11,Nugaal,Garoowe,Waberi 3,,,,,8.4072,48.4933,,,Yes,,,,2000-06-21
DWNGGA035,Dug Well,SWALIM_HGS,2011-12-11,Nugaal,Garoowe,Waberi 2,Camp Ajuran,,,,8.4,48.4964,,,Yes,,,,2010-08-24
DWNGGA038,Dug Well,SWALIM_WSIS,2008-07-09,Nugaal,Garoowe,Darayle 2,Beley,,,,8.5484,48.5076,,Yes,Yes,,,,
DWNGGA039,Dug Well,SWALIM_WSIS,2008-08-03,Nugaal,Garoowe,Garowe 6 2,,,,,8.4105,48.507,,Yes,Yes,,,,
DWNGGA040,Dug Well,SWALIM_WSIS,2008-06-28,Nugaal,Garoowe,Doodhays,Garowe,,,,8.2716,48.5072,,Yes,Yes,,,,
DWNGGA041,Dug Well,SWALIM_WSIS,2008-07-10,Nugaal,Garoowe,Carmale,Timire,,,,8.5279,48.5231,,Yes,Yes,,,,
DWNGGA042,Dug Well,SWALIM_WSIS,2008-07-09,Nugaal,Garoowe,Sibidhiq,,,,,8.642,48.5245,,Yes,Yes,,,,
DWNGGA043,Dug Well,SWALIM_WSIS,2008-07-17,Nugaal,Garoowe,Suufle 2,Garowe,,,,8.4126,48.5239,,Yes,Yes,,,,
DWNGGA044,Dug Well,SWALIM_HGS,2011-12-14,Nugaal,Garoowe,Warwayteen,Salaxley,,,,8.2541,48.5594,,,Yes,,,,1977-03-15
DWNGGA046,Dug Well,SWALIM_WSIS,2008-07-09,Nugaal,Garoowe,Dhuure,Beley,,,,8.553,48.5814,,Yes,Yes,,,,
DWNGGA047,Dug Well,SWALIM_WSIS,2008-07-15,Nugaal,Garoowe,Biyocade,Naso Hablood,,,,8.3715,48.5953,,Yes,Yes,,,,
DWNGGA048,Dug Well,SWALIM_WSIS,2008-07-07,Nugaal,Garoowe,Haynle,Komoko,,,,8.5785,48.6067,,Yes,Yes,,,,
DWBKWA067,Dug Well,SWALIM Archives,2004-07-05,Bakool,Waajid,Ideed Haasle,,,Community,13-06-05,3.7136,43.446,,Yes,Yes,,Community,,
DWGDBA003,Dug Well,SWALIM_WSIS,2009-06-10,Gedo,Baardheere,Ceel Xaar,,,,,2.2708,42.136,,Yes,Yes,,,,
DWNGGA049,Dug Well,SWALIM_HGS,2011-12-13,Nugaal,Garoowe,Baley 2,Baleey,,,,8.4997,48.6068,,,Yes,,CARE Somalia,,2011-09-28
DWNGGA050,Dug Well,SWALIM_WSIS,2008-07-06,Nugaal,Garoowe,Qabiiloqarshe,Beley,,,,8.5373,48.613,,Yes,Yes,,,,
DWNGGA051,Dug Well,SWALIM_WSIS,2008-07-06,Nugaal,Garoowe,Jibagale 1,,,,,8.4984,48.6238,,Yes,Yes,,,,
DMWGGE024,Dam,SWALIM_WSIS,2008-06-24,Woqooyi Galbeed,Gebiley,Agamsaha,Arabsiyo Town,,,,9.6861,43.7212,,No,Yes,,,,
DWNGGA053,Dug Well,SWALIM_HGS,2011-12-13,Nugaal,Garoowe,Baley 4,Jibagale,,,,8.4977,48.6269,,,Yes,,ADRA - Adventist Development Relief Agency,,2011-06-21
DWNGGA060,Dug Well,SWALIM_WSIS,2008-07-08,Nugaal,Garoowe,Xamur 2,Xamur,,,,8.7221,48.7456,,Yes,Yes,,,,
DWBKWA037,Dug Well,SWALIM Archives,2004-07-11,Bakool,Waajid,Towsiiley,,4.0,,27-05-05,3.6844,43.3129,,No,Yes,,,,2005-06-24
DWNGGA062,Dug Well,SWALIM_WSIS,2008-07-05,Nugaal,Garoowe,Ceel Bacaad,,,,,8.4919,48.746,,Yes,Yes,,,,
DWBKWA039,Dug Well,SWALIM Archives,2004-07-06,Bakool,Waajid,war wiin dhuray,,2.0,,,3.7036,43.3186,,No,Yes,,,,
DWNGGA067,Dug Well,SWALIM_WSIS,2008-07-05,Nugaal,Garoowe,Goddumay,,,,,8.5298,48.7886,,Yes,Yes,,,,
DWBKWA040,Dug Well,SWALIM Archives,2004-06-23,Bakool,Waajid,Jireey,,8.0,Community,23-05-05,3.8434,43.3253,,Yes,Yes,,ACF - Action Internationale Centre La Fairm,,
DWBKWA041,Dug Well,SWALIM Archives,2004-06-26,Bakool,Waajid,Dhurey 2,,,Community,26-06-05,3.6546,43.3318,,Yes,Yes,,Community,,
DWBKWA042,Dug Well,SWALIM Archives,2004-05-31,Bakool,Waajid,El madker,,8.5,Community,,3.9896,43.338,,No,No,,,,
DWBKWA043,Dug Well,SWALIM_WSIS,2009-08-17,Bakool,Waajid,Dhuray,,,, 1/25/1994,3.6458,43.3409,,Yes,Yes,,ACF - Action Internationale Centre La Fairm,,2005-01-25
DWBKWA044,Dug Well,SWALIM Archives,2004-07-18,Bakool,Waajid,War Dhujile,,2.0,,28-04-05,3.8002,43.3472,,No,Yes,,,,2005-06-09
DWBKWA045,Dug Well,SWALIM Archives,2004-06-02,Bakool,Waajid,El-Madfariir,,7.0,Community,,3.9792,43.3559,,No,Abandoned,,,,
DWBKWA046,Dug Well,SWALIM Archives,2004-06-19,Bakool,Waajid,Elmad Faliir,,10.0,Community,24-06-05,3.9791,43.356,,No,Yes,,ACF - Action Internationale Centre La Fairm,,
DWBKWA047,Dug Well,SWALIM Archives,2004-07-05,Bakool,Waajid,Qooqon,,3.0,,25-04-05,3.7207,43.3619,,No,Yes,,,,2005-06-26
DWBKWA049,Dug Well,SWALIM Archives,2004-07-05,Bakool,Waajid,War turi,,15.0,,29-04-05,3.7657,43.3646,,No,Yes,,,,2005-06-26
DWBKWA050,Dug Well,SWALIM Archives,2004-09-06,Bakool,Waajid,War lowiiley,,4.0,,01-06-05,3.7839,43.369,,No,Yes,,,,2005-06-26
DWBKWA052,Dug Well,SWALIM Archives,2004-07-12,Bakool,Waajid,war Gaduudo,,13.0,,07-04-05,3.7803,43.371,,No,Yes,,,,2005-06-24
DWBKWA053,Dug Well,SWALIM Archives,2004-07-18,Bakool,Waajid,War Adoy Leysaamed,,9.0,,28-04-05,3.7978,43.3775,,No,Yes,,,,2005-06-25
DWBKWA054,Dug Well,SWALIM_WSIS,2009-08-17,Bakool,Waajid,Fajar Garoowe,,,,,3.6042,43.3864,,Yes,Yes,,ACF - Action Internationale Centre La Fairm,,2005-01-25
DWBKWA055,Dug Well,SWALIM_WSIS,2009-07-08,Bakool,Waajid,Jiirey,,,, 1/23/1995,3.8542,43.3864,,Yes,Yes,,,,
DWBKWA056,Dug Well,SWALIM Archives,2004-07-11,Bakool,Waajid,Garoowe,,,Community,20-06-05,3.6199,43.4015,,Yes,Yes,,Community,,
DWBKWA058,Dug Well,SWALIM Archives,2004-07-12,Bakool,Waajid,War Adoy,,15.0,,27-04-05,3.761,43.4062,,No,Yes,,,,2005-06-26
DWBKWA059,Dug Well,SWALIM Archives,2004-07-12,Bakool,Waajid,Waraaby,,7.0,,07-05-05,3.7226,43.4132,,No,No,,,,2005-06-26
DWTGOD055,Dug Well,SWALIM_WSIS,2008-06-19,Togdheer,Owdweyne,Ceel Xume dug well 3,Owdweyne,,,,9.3827,45.1622,,Yes,Yes,,Action Aid,,2005-01-28
DWBKWA060,Dug Well,SWALIM Archives,2004-08-14,Bakool,Waajid,Gaal boore,,,Community,23-05-05,3.9881,43.4161,,Yes,Yes,,ADRA - Adventist Development Relief Agency,,
DWBKWA061,Dug Well,SWALIM Archives,2004-08-14,Bakool,Waajid,Kamiisisle,,,Community,29-03-05,3.9881,43.4162,,Yes,Yes,,Community,,
DWBKWA062,Dug Well,SWALIM Archives,2004-07-11,Bakool,Waajid,Low Garabow,,15.0,,13-05-05,3.6443,43.4209,,No,Yes,,,,2005-06-26
DWBKWA063,Dug Well,SWALIM Archives,2004-08-14,Bakool,Waajid,Orgofan,,12.0,Community,21-06-05,3.8938,43.4307,,No,Yes,,ADRA - Adventist Development Relief Agency,,
DWBKWA065,Dug Well,SWALIM_WSIS,2009-08-23,Bakool,Waajid,Sije,,,,,3.9792,43.4318,,Yes,Yes,,,,
DWBKWA066,Dug Well,SWALIM Archives,2004-07-05,Bakool,Waajid,War Jinay,,2.0,,03-05-05,3.686,43.4451,,No,Yes,,,,2005-06-26
DWBRIS026,Dug Well,SWALIM_WSIS,2008-06-22,Bari,Iskushuban,Xandho,Hurdiya,,,,10.6525,51.1366,,Yes,Yes,,,,
BHTGBC152,Borehole,Somaliland_MoWR,2014-01-30,Togdheer,Burco,Barqodharag,Barqodharag Farm,,Ahmed Dirir (Owner),01-06-07,9.4566,45.6341,,Yes,No,,Ahmed Dirir (Owner),Pump replacement and rising pipe,2012-09-01
BHTGBC153,Borehole,SWALIM_HGS,2012-02-23,Togdheer,Burco,Dakhanyado BH1,,,,,9.4455,45.6539,,,Yes,,CPD,,
BHTGBH015,Borehole,SWALIM_HGS,2011-12-24,Togdheer,Buhoodle,Ceegaag/BUUB001,,,,,8.61694,46.49459,,,Yes,,NPA - Norwegian Peoples Aid,,2011-03-15
BHTGBC154,Borehole,Somaliland_MoWRD,2019-10-04,Togdheer,Burco,Balidhiig Borehole,Balidhiig,1.0,Somaliland MoWRD - Ministry of Water Resources Development,04-10-17,8.4076,45.9459,4.9,No,Abandoned,Urgently new Borehole drilling,UNICEF - United Nations Children's Fund,,
BHTGBC155,Borehole,SWALIM_WSIS,2008-06-15,Togdheer,Burco,Qoryaale BH1,Kirir,,,,9.0675,45.9697,,Yes,No,,,,
BHTGBC156,Borehole,Somaliland_MoWRD,2019-09-27,Togdheer,Burco,Qoryale borehole,Qoryaale,2.0,IR - Islamic Relief,03-02-17,9.0828,45.9736,4.9,Yes,Yes,,,,
BHTGBC157,Borehole,Somaliland_MoWR,2014-01-29,Togdheer,Burco,Qoryaale BH2,Qoryaale,,Caritas Switzerland,01-06-11,9.0827,45.9738,,No,No,,Caritas Switzerland,"1800m pipeline, two kiosks, borehole development,  3 animal troughs, latrine and 11kw submersible pump",2012-07-04
DWNGGA074,Dug Well,SWALIM_WSIS,2008-07-03,Nugaal,Garoowe,Saan,Siuujiif,,,,8.4995,48.8213,,Yes,Yes,,,,
DWNGGA075,Dug Well,SWALIM_WSIS,2008-07-08,Nugaal,Garoowe,Burshaanle,Xamur,,,,8.6792,48.8265,,Yes,Yes,,,,
DWNGGA073,Dug Well,SWALIM_WSIS,2008-07-03,Nugaal,Garoowe,Quwaaxood,Sinujiif,,,,8.2852,48.8169,,,,,,,
DWTGSH009,Dug Well,SWALIM_WSIS,2008-05-13,Togdheer,Sheikh,Mijacaseeye Dug Well,Bixindule,,,,10.1437,45.119,,Yes,Yes,,Action Aid,,2001-01-28
BHTGBC158,Borehole,Somaliland_MoWRD,2019-10-04,Togdheer,Burco,Codanle Borehole,Coodanle,1.0,Somaliland MoWRD - Ministry of Water Resources Development,04-10-17,8.3353,46.0423,4.9,No,Yes,,,,
DWNGGA081,Dug Well,SWALIM_WSIS,2008-07-14,Nugaal,Garoowe,Cuun 1,Siigadheer,,,,8.8171,48.8925,,Yes,Yes,,,,
DWNGGA083,Dug Well,SWALIM_HGS,2012-01-31,Nugaal,Garoowe,Lavadulli 1,,,,,8.4496,48.8997,,,Yes,,,,
DWBKXU008,Dug Well,SWALIM_WSIS,2009-08-01,Bakool,Xudur,Cusbo Eylo,,,,,4.1876,43.7955,,Yes,Yes,,,,
BHTGBC159,Borehole,Somaliland_MoWRD,2019-10-04,Togdheer,Burco,Xadhadhanka borehole,Xadhadhanka,3.0,IR - Islamic Relief,04-10-16,8.2997,46.1564,4.9,No,No,No pump no pipe,,,
BHTGBC161,Borehole,SWALIM_HGS,2012-02-23,Togdheer,Burco,Dakhanyado/BUB009,,,,,9.445472,45.653861,,,Yes,,CPD,,
BHTGBC162,Borehole,SWALIM_HGS,2012-02-23,Togdheer,Burco,Dakhanyado/BUB011,,,,,9.484638,45.604166,,,Yes,,CPD,,
BHTGBC163,Borehole,SWALIM_HGS,2011-12-20,Togdheer,Burco,GTZ,,,,,9.539305,45.530472,,,Yes,,Mohamed Bin Rashid Almaktoum,,2003-10-22
BHTGBC169,Borehole,SWALIM_HGS,2012-02-24,Togdheer,Burco,Salebankulul/BUB014,,,,,9.53725,45.522388,,,Yes,,,,
BHTGBC172,Borehole,SWALIM_HGS,2012-02-24,Togdheer,Burco,Salebankulul/BUB019,,,,,9.512,45.497583,,,Yes,,Maaxda Mineral Water Co.,,
BHTGBC173,Borehole,SWALIM_HGS,2012-02-25,Togdheer,Burco,Salebankulul/BUB020,,,,,9.512,45.494777,,,Yes,,Aden Garas Borehole,,
BHTGBC174,Borehole,SWALIM_HGS,2012-02-23,Togdheer,Burco,Sii Bak kti/BUB010,,,,,9.513861,45.561055,,,Yes,,,,
BHTGBC175,Borehole,SWALIM_HGS,2011-12-20,Togdheer,Burco,UNHABITAT04,,,,,9.535388,45.617055,,,Yes,,,,2003-10-14
BHTGBC176,Borehole,SWALIM_HGS,2011-12-20,Togdheer,Burco,UNHABITAT2,,,,,9.541666,45.517555,,,Yes,,,,2003-08-27
DWNGGA061,Dug Well,SWALIM_WSIS,2008-07-08,Nugaal,Garoowe,Xamur 3,Xamur,,,,8.7216,48.7465,,Yes,Yes,,,,
DWNGGA064,Dug Well,SWALIM_HGS,2012-02-03,Nugaal,Garoowe,El Goddumei 2,,,,,8.5041,48.7574,,,Yes,,,,
DWNGGA066,Dug Well,SWALIM_WSIS,2008-07-08,Nugaal,Garoowe,Berdadawoco 2,,,,,8.5015,48.778,,No,No,,,,
DWNGGA068,Dug Well,SWALIM_WSIS,2008-07-05,Nugaal,Garoowe,Shimbiraaley 1,Xamur,,,,8.6007,48.7908,,Yes,Yes,,,,
DWSNLA001,Dug Well,SWALIM_WSIS,2008-06-19,Sanaag,Laasqoray,Xaydhan yaale,Laas qoray,,,,11.1027,48.0184,,Yes,Yes,,,,
DWNGEY002,Dug Well,SWALIM_WSIS,2008-06-29,Nugaal,Eyl,Finin,Hasbahale,,,,7.83,49.4876,,Yes,Yes,,,,
DWNGGA069,Dug Well,SWALIM_WSIS,2008-07-14,Nugaal,Garoowe,Siigadheer 1,Cano Yaskax,,,,8.833,48.796,,Yes,Yes,,,,
DWNGGA070,Dug Well,SWALIM_WSIS,2008-07-14,Nugaal,Garoowe,Siigadheer 3,Cano Yaskax,,,,8.839,48.7997,,Yes,Yes,,,,
DWNGGA071,Dug Well,SWALIM_WSIS,2008-07-05,Nugaal,Garoowe,Shimbiraaley 2,Xamur,,,,8.5947,48.799,,Yes,Yes,,,,
DWNGGA072,Dug Well,SWALIM_WSIS,2008-07-03,Nugaal,Garoowe,Xabgaal,Sinijiif,,,,8.484,48.8117,,Yes,Yes,,,,
DWNGGA077,Dug Well,SWALIM_HGS,2012-02-01,Nugaal,Garoowe,Lavadulli 2,,,,,8.5251,48.8632,,,Yes,,,,
DWNGGA078,Dug Well,SWALIM_WSIS,2008-07-16,Nugaal,Garoowe,Xanandher,Sinujiif,,,,8.4634,48.8626,,Yes,Yes,,,,
DWNGGA079,Dug Well,SWALIM_HGS,2012-02-01,Nugaal,Garoowe,Lavadulli 3,,,,,8.5217,48.8718,,,Yes,,,,
DWNGGA080,Dug Well,SWALIM_WSIS,2008-07-14,Nugaal,Garoowe,Cuun 2,Sigadheer,,,,8.818,48.8917,,Yes,Yes,,,,
DWNGGA082,Dug Well,SWALIM_WSIS,2008-07-02,Nugaal,Garoowe,Berkedaale,,,,,8.4496,48.8997,,Yes,Yes,,,,
DWGDLU011,Dug Well,SWALIM_WSIS,2009-09-30,Gedo,Luuq,Dogoble(Dogob),Lagadiima,,,,3.7,42.35,,Yes,Yes,,,,
DWNGGA084,Dug Well,SWALIM_HGS,2012-02-01,Nugaal,Garoowe,Sinujif 3,,,,,8.5196,48.9086,,,Yes,,,,
DWNGGA085,Dug Well,SWALIM_HGS,2012-02-01,Nugaal,Garoowe,Sinujif 4,,,,,8.526,48.9202,,,Yes,,,,2001-04-11
DWNGGA086,Dug Well,SWALIM_HGS,2012-01-31,Nugaal,Garoowe,Lavadulli 4,,,,,8.422,48.9271,,,Yes,,,,
DWBRBO046,Dug Well,SWALIM_WSIS,2008-05-27,Bari,Bossaso,Husbaal,,,,,11.2331,49.1982,,Yes,Yes,,,,
DWNGGA089,Dug Well,SWALIM_HGS,2012-02-02,Nugaal,Garoowe,Sinujif 5,,,,,8.6111,48.9327,,,Yes,,,,
DWBKWA068,Dug Well,SWALIM Archives,2004-07-05,Bakool,Waajid,War riibay,,5.0,,28-04-05,3.6634,43.4513,,No,Yes,,,,2005-06-26
DWBKWA069,Dug Well,SWALIM Archives,2004-07-05,Bakool,Waajid,War Mareere,,7.0,,08-04-05,3.659,43.4514,,No,,,,,2005-06-26
DWBKWA070,Dug Well,SWALIM Archives,2004-07-04,Bakool,Waajid,Goobo Tuko,,19.0,,30-05-05,3.5944,43.4538,,No,Yes,,,,2005-06-25
DWBKWA071,Dug Well,SWALIM Archives,2004-07-04,Bakool,Waajid,Aluunge,,20.0,,28-04-05,3.6087,43.4612,,No,Yes,,,,2005-06-25
DWBKWA072,Dug Well,SWALIM_WSIS,2009-08-17,Bakool,Waajid,Ibrahim Kolow,,,,,3.7292,43.4773,,Yes,Yes,,ACF - Action Internationale Centre La Fairm,,1991-01-24
DWAWBO046,Dug Well,SWALIM_WSIS,2008-05-26,Awdal,Borama,Laasdhiig 1,,,,,9.976,43.2151,,Yes,Yes,,AFREC - Africa Rescue Committee,,2005-01-21
DWBKWA073,Dug Well,SWALIM Archives,2004-07-22,Bakool,Waajid,War Bangaala gab,,19.0,,13-04-05,3.6314,43.4997,,No,Yes,,,,2005-06-26
DWBKWA074,Dug Well,SWALIM Archives,2004-07-05,Bakool,Waajid,War Yoray,,7.0,,28-04-05,3.6575,43.5171,,No,Yes,,,,2005-06-13
DWBRBO003,Dug Well,SWALIM_WSIS,2008-05-28,Bari,Bossaso,Hasha Cad,Qaw,,,,11.2312,49.0511,,,Yes,,,,
DWBKWA075,Dug Well,SWALIM Archives,2004-06-28,Bakool,Waajid,Gubey,,30.0,Community,24-06-05,4.0996,43.1004,,Yes,Yes,,Community,,
DWBKWA076,Dug Well,SWALIM Archives,2004-08-17,Bakool,Waajid,War towsile,,6.0,,25-05-05,3.9853,43.1096,,No,Yes,,,,2005-06-26
DWBKWA077,Dug Well,SWALIM Archives,2004-08-17,Bakool,Waajid,War/mad abdi,,3.0,,31-05-05,3.992,43.1184,,No,Yes,,,,2005-06-26
DWBKWA078,Dug Well,SWALIM Archives,2004-08-18,Bakool,Waajid,Orogley,,3.0,,28-05-05,3.9873,43.1325,,No,Yes,,,,2005-06-26
DWBKWA079,Dug Well,SWALIM Archives,2004-06-28,Bakool,Waajid,war Weyne,,25.0,,07-05-05,4.0659,43.1332,,No,Yes,,,,2005-06-25
DWBKWA080,Dug Well,SWALIM Archives,2004-06-28,Bakool,Waajid,War Yaroy,,25.0,,07-05-05,4.0673,43.1334,,No,Yes,,,,2005-06-25
DWAWBO017,Dug Well,SWALIM_WSIS,2008-05-21,Awdal,Borama,Carro Cad 2,Carro Cad,,,,10.08,43.0773,,Yes,Yes,,,,
DWBKWA081,Dug Well,SWALIM Archives,2004-08-17,Bakool,Waajid,War Wabiyow,,5.0,,18-05-05,4.0078,43.1482,,No,Yes,,,,2005-06-26
DWBKWA083,Dug Well,SWALIM Archives,2005-05-10,Bakool,Waajid,Abaqle 1,,6.0,,,4.01076,43.1865,,No,Yes,,,,
DWBKWA084,Dug Well,SWALIM Archives,2004-05-13,Bakool,Waajid,El Yantaarow,,6.0,Community,,3.9924,43.2062,,No,No,,,,
DWBKWA085,Dug Well,SWALIM Archives,2005-06-01,Bakool,Waajid,Dhayaal,,20.0,,15-05-05,4.0885,43.2108,,No,Yes,,,,2005-06-21
DWBKWA086,Dug Well,SWALIM Archives,2004-06-01,Bakool,Waajid,War Jirow,,10.0,,18-05-05,4.0251,43.2118,,No,Yes,,,,2005-06-23
DWBKXU004,Dug Well,SWALIM Archives,2004-08-17,Bakool,Xudur,War bukurey,,3.0,,07-05-05,4.0033,43.7477,,No,Yes,,,,2005-06-26
DWBKWA087,Dug Well,SWALIM Archives,2004-06-01,Bakool,Waajid,Hinshilow,,20.0,,21-05-05,4.08108,43.2119,,No,Yes,,,,2005-06-23
DWBKWA088,Dug Well,SWALIM Archives,2004-06-27,Bakool,Waajid,Higle,,,Community,25-06-05,4.2829,43.2246,,Yes,Yes,,Community,,
DWBKWA089,Dug Well,SWALIM Archives,2004-06-01,Bakool,Waajid,War wun khamusle,,10.0,,15-05-05,4.04,43.2293,,No,Yes,,,,2005-06-23
DWBKWA090,Dug Well,SWALIM Archives,2004-06-14,Bakool,Waajid,War Iska,,5.0,,31-05-05,3.9901,43.2355,,No,Yes,,,,2005-06-26
DWBKWA091,Dug Well,SWALIM Archives,2004-05-25,Bakool,Waajid,Isheedoy,,20.0,,21-05-05,4.13947,43.2465,,No,Yes,,,,2005-06-25
DWBRBO044,Dug Well,SWALIM_WSIS,2008-05-31,Bari,Bossaso,Maryamo Abdi,Rixiis,,,,11.2882,49.1904,,Yes,Yes,,,,
DWGDGA018,Dug Well,SWALIM_WSIS,2009-10-17,Gedo,Garbahaarey,Burdhubo,B/Dhubo,,,,3.1,42.5,,Yes,Yes,,Appropriate Sustainable Pastoralist Environment,,2004-02-10
DWAWBO043,Dug Well,SWALIM_WSIS,2008-05-26,Awdal,Borama,Laasdhiig 3,Boorame,,AFREC - Africa Rescue Committee, 1/21/2007,9.9765,43.214,,Yes,Yes,,,,
BHWGHA121,Borehole,Somaliland_MoWRD,2019-11-23,Woqooyi Galbeed,Hargeisa,Sbibh4,Jaleelo,10.0,Private,,9.7512,44.2691,4.9,Yes,Yes,,,,
BHWGHA122,Borehole,Somaliland_MoWRD,2019-11-23,Woqooyi Galbeed,Hargeisa,SBIbh3,Jaleelo,10.0,Private,24-11-12,9.7515,44.2691,4.9,Yes,Yes,,,,
DWBKWA094,Dug Well,SWALIM Archives,2004-05-05,Bakool,Waajid,Buurdhuhunle,,20.0,Community,,4.055,43.2537,,No,Yes,,,,
BHWGHA123,Borehole,Somaliland_MoWR,2014-01-19,Woqooyi Galbeed,Hargeisa,SBI BH2,Jaleelo,,SBI company,01-06-08,9.7516,44.2692,,Yes,Yes,,,,
DWBKWA095,Dug Well,SWALIM Archives,2004-05-23,Bakool,Waajid,Liskow,,8.0,Community,24-06-05,4.0549,43.2539,,Yes,Yes,,Community,,
DWBKXU038,Dug Well,SWALIM_WSIS,2009-08-03,Bakool,Xudur,Dhay Dhay,,,, 1/23/2005,4.0208,44.0227,,Yes,Yes,,Muslim Aid,,2007-01-23
BHWGHA124,Borehole,Somaliland_MoWRD,2019-11-23,Woqooyi Galbeed,Hargeisa,Sbibh2,Jaleelo,10.0,Private,24-11-08,9.7529,44.2711,4.9,Yes,Yes,,,,
DWAWBO013,Dug Well,SWALIM_WSIS,2008-05-19,Awdal,Borama,AF Doox 2,Boon,,,,10.2012,43.0467,,Yes,Yes,,,,
BHWGHA126,Borehole,Somaliland_MoWR,2014-01-19,Woqooyi Galbeed,Hargeisa,SBI BH1,Jaleelo,,SBI company,01-06-08,9.7528,44.2713,,Yes,Yes,,,,
BHWGHA127,Borehole,Somaliland_MoWRD,2019-10-04,Woqooyi Galbeed,Hargeisa,Adnanbh,Jaleelo,1.0,Private,05-10-12,9.749,44.2714,4.9,Yes,Yes,,,,
