code,water_source_type,inspecting_agency,inspection_date,region,district,source_name,nearest_settlement_name,distance_to_settlement,establishing_agency,date_source_established,latitude,longitude,gps_precision,permanent,functioning,reason_for_non_functioning,last_intervention_agency,last_intervention_description,last_intervention_date
BHTGBC040,Borehole,Somaliland_MoWR,2014-01-06,Togdheer,Burco,Burco Meat Factory,Meat Factory Area,,Buroa Meat Factory,01-08-01,9.512,45.4976,,Yes,Yes,,Buroa Meat Factory,Pipe Replacement,2012-08-01
SPBRBA009,Spring,SWALIM_WSIS,2008-07-14,Bari,Bandar Beyla,Dharinbaar,Bixin,,,,8.9322,50.4732,,Yes,Yes,,,,
BHTGBC013,Borehole,Somaliland_MoWRD,2019-10-21,Togdheer,Burco,Kabadheere borehole 2,Kabadheere,11.0,Somaliland MoWRD - Ministry of Water Resources Development,21-10-72,9.471,45.4395,20.5,Yes,Yes,,,,
SPBRBO006,Spring,SWALIM_WSIS,2008-05-28,Bari,Bossaso,Shimis 2,Qaw,,,,11.1851,48.9768,,Yes,Yes,,,,
BHTGBC015,Borehole,Somaliland_MoWRD,2019-10-21,Togdheer,Burco,Kabadheere borehole 1,Kabadheere,0.0,Private,21-10-17,9.4728,45.4414,4.9,Yes,Yes,,,,
BHTGBC017,Borehole,Somaliland_MoWRD,2019-11-03,Togdheer,Burco,Huda farming borehole,Burco,10.0,Private,03-11-09,9.5015,45.4493,19,Yes,Yes,,,,
BHTGBC019,Borehole,Somaliland_MoWR,2014-01-08,Togdheer,Burco,Aroori Livestock,Aroori,,Chinese Government,01-06-75,9.4699,45.4567,,Yes,Yes,,Somaliland MoWR - Ministry of Water Resources ,Pump Replacement,2013-03-01
BHTGBC020,Borehole,Somaliland_MoWRD,2019-10-20,Togdheer,Burco,Yusuf Abdi Borehole,Burco,6.0,Private,20-10-74,9.4699,45.4567,4.9,Yes,Yes,,HAVOYOCO - Hargeisa Voluntary Youth Committee,,
DWSLTA031,Dug Well,SWALIM_WSIS,2008-07-13,Sool,Taleex,Cano Yaskax,Timir,,,,8.8357,48.7427,,Yes,Yes,,,,
BHWGBE014,Borehole,Somaliland_MoWRD,2019-10-30,Woqooyi Galbeed,Berbera,Galgumare3,Galgumare3,18.0,DP World,11-02-16,10.2423,45.0573,4.9,Yes,Yes,,,,
BHTGBC021,Borehole,Somaliland_MoWRD,2019-10-21,Togdheer,Burco,Ugbaad maxjar Borehole,Burco,10.0,Private,21-10-06,9.4791,45.4595,4.9,Yes,Yes,,,,
DWAWZE012,Dug Well,Somaliland_MoWRD,2019-12-18,Awdal,Zeylac,Magab,Abdiqadir,,Community,12/21/2004,10.5146,42.8882,4.9,no,No,The flood destroyed,,,
BHTGBC022,Borehole,Somaliland_MoWR,2014-01-08,Togdheer,Burco,Anam International Company BH2,Anam International Co. Area,,Anam International Company,01-01-09,9.4791,45.4596,,Yes,Yes,,,,
BHTGBC072,Borehole,Somaliland_MoWR,2014-01-05,Togdheer,Burco,Khadar Ambassador,Shacab Area,,Khadar Ambassador (Owner),01-06-03,9.5491,45.5302,,Yes,No,,,,
BHTGBC068,Borehole,SWALIM_WSIS,2008-11-05,Togdheer,Burco,Burco Water Agency BH3,,,UNHABITAT - United Nations Human Settlements Programme,19-01-03,9.5417,45.5287,,Yes,Yes,,UNHABITAT - United Nations Human Settlements Programme,,2003-01-19
BHTGBC122,Borehole,Somaliland_MoWRD,2019-10-12,Togdheer,Burco,Burco burehole 8,Burco,,China,12-10-85,9.5206,45.5734,4.9,No,No,To with drow the pipes and pump,CARE Somalia,,
SPBRBA014,Spring,SWALIM_WSIS,2008-07-13,Bari,Bandar Beyla,Dharimo,Durduri,,,,9.0445,50.5975,,Yes,Yes,,,,
BHTGBC023,Borehole,Somaliland_MoWRD,2019-11-05,Togdheer,Burco,Cagaweyne borehole,Burco,15.0,Private,05-04-15,9.556,45.463,4.9,Yes,Yes,,,,
,Borehole,FGS Ministry of Energy and Water Resources,,Bay,Baydhaba,Boonkaay BH,Boonkaay,,NRC - Norwegian Refugee Council,1/1/2014,3.1527,43.6325,,Yes,Yes,,,,
DWNGEY025,Dug Well,SWALIM_HGS,2012-01-25,Nugaal,Eyl,Baqbaq/DHW031,,,,,7.82947,49.48758,,,Yes,,,,
BHTGBC024,Borehole,Somaliland_MoWRD,2019-09-26,Togdheer,Burco,Borehole 16,burco,9.0,Emirates,23-04-15,9.5337,45.4633,4.9,Yes,Yes,,IOM - International Organisation of Migration,Pump and the pipe line,2018-09-26
BHTGBC025,Borehole,Somaliland_MoWR,2014-01-06,Togdheer,Burco,Suldan Rashid,Xareda Mineral Water Area,,Suldan Rashid (Owner),01-11-13,9.5052,45.4634,,Yes,No,,,,
BHTGBC026,Borehole,Somaliland_MoWRD,2019-11-05,Togdheer,Burco,Emarate Red Crescent  borehole,Burco,5.0,Emirates Red Crescent,05-11-17,9.5398,45.4673,4.9,Yes,Yes,,Private,,
BHTGBC027,Borehole,SWALIM_HGS,2012-02-24,Togdheer,Burco,Hog-Mashruuca BH2,Meat Factory,,,,9.508,45.471,,,Yes,,IRC - International Rescue Committee,,
BHTGBC029,Borehole,Somaliland_MoWR,2014-01-07,Togdheer,Burco,Anam International Company BH1,Kabadhere,,Anam International Company,01-06-09,9.4801,45.4713,,Yes,Yes,,Maaxda Mineral Water Co.,Riser pipe replacement,2013-10-01
BHTGBC031,Borehole,Somaliland_MoWRD,2019-09-26,Togdheer,Burco,Borehole 9,burco,7.0,UNICEF - United Nations Children's Fund,26-08-10,9.53813,45.4789,4.9,Yes,Yes,,,Raysing pipe,2019-04-21
BHTGBC033,Borehole,Somaliland_MoWR,2014-01-04,Togdheer,Burco,Ali Qoys,Berta Ali Qoys,,Ali Qoys (owner),01-06-00,9.5329,45.4852,,Yes,Yes,,Concern Worldwide Somalia,,
BHWGHA140,Borehole,SWALIM Archives,1982-09-13,Woqooyi Galbeed,Hargeisa,MAJ 1/5,,,,,9.7889,44.2917,,,,,,,
BHTGBC034,Borehole,Somaliland_MoWR,2014-01-04,Togdheer,Burco,Burco Water Agency BH11,Berta Ali Qoys,,UAERC - United Arab Emirates Red Crescent,01-05-13,9.5378,45.4862,,Yes,Yes,,GTZ - German Agency for Technical Assistance,,
BHTGBC035,Borehole,Somaliland_MoWRD,2019-09-26,Togdheer,Burco,Borehole 11,burco,6.0,Emirates,22-04-13,9.5377,45.4863,4.9,Yes,Yes,,"PSAWEN - Puntland State Agency for Water, Energy and Natural Resources",Pump and the pipe,2019-06-26
DWAWBO075,Dug Well,SWALIM Archives,2005-03-05,Awdal,Borama,BABOW3,,0.1,,23-06-05,10.0194,43.335,,Yes,Yes,,GAA - German Agro Action,,
BHTGBC036,Borehole,Somaliland_MoWR,2014-01-04,Togdheer,Burco,Burco Water Agency BH12,Anbaro Area,,TS - Terra Solidali,01-06-11,9.5425,45.4892,,Yes,Yes,,UNICEF - United Nations Children's Fund,,
BHWGBE015,Borehole,Somaliland_MoWRD,2019-10-30,Woqooyi Galbeed,Berbera,Galgumera2,TeamA,18.0,DP World,11-02-19,10.243,45.058,4.9,Yes,Yes,,,,
DWAWZE013,Dug Well,Somaliland_MoWRD,2019-12-18,Awdal,Zeylac,Abdiqadir 1,Abdiqadir,,SC - Save the Children,12/21/2016,10.5153,42.8882,4.9,no,Yes,,,,
BHTGBC037,Borehole,Somaliland_MoWRD,2019-09-26,Togdheer,Burco,Borehole 12,burco,6.0,TS - Terra Solidali,13-07-13,9.5426,45.4893,4.9,Yes,Yes,,Aquaterra,Pump and the pipe,2019-01-01
BHTGBC038,Borehole,Somaliland_MoWRD,2019-11-05,Togdheer,Burco,Alhayad Borehole,Burco,1.0,Alhayaat Foundation,05-11-15,9.5372,45.4929,19,Yes,Yes,,,,
BHTGBC039,Borehole,SWALIM_HGS,2012-02-25,Togdheer,Burco,Salebankulul,,,,,9.512,45.4948,,,Yes,,,,
DWMDHO035,Dug Well,SWALIM_WSIS,2009-07-28,Mudug,Hobyo,Labaaley,Colguula,,,,6.0079,47.8664,,,Yes,,,,
BHTGBC041,Borehole,Somaliland_MoWR,2014-02-03,Togdheer,Burco,Abdinasir Mahamed,Qudhac Dheer,,Abdinaasir Mahamed ( Owner ),01-06-06,9.5672,45.4994,,Yes,Yes,,,,
BHTGBC042,Borehole,Somaliland_MoWRD,2019-10-18,Togdheer,Burco,Qudhac dheer borehole,Qudhacdheer,5.0,Private,18-10-16,9.5979,45.5056,4.9,Yes,Yes,,,,
DWAWBA017,Dug Well,SWALIM Archives,2005-03-05,Awdal,Baki,BAGW16,,0.1,,21-06-05,10.0192,43.3528,,Yes,Yes,,,,
BHTGBC043,Borehole,Somaliland_MoWR,2014-01-08,Togdheer,Burco,Aroori Orphans,Aroori,,UAERC - United Arab Emirates Red Crescent,01-10-13,9.4377,45.5061,,Yes,Yes,,,,
BHTGBC045,Borehole,Somaliland_MoWRD,2019-10-21,Togdheer,Burco,Cumar adan Osman borehole,Burco,1.0,Private,21-10-74,9.5069,45.5069,4.9,Yes,Yes,,,,
BHWGBE025,Borehole,Somaliland_MoWR,2014-02-03,Woqooyi Galbeed,Berbera,Faradero BH5,Fradeero,,Turkish Government,01-06-13,10.2381,45.0841,,Yes,Yes,,,,
BHTGBC047,Borehole,Somaliland_MoWR,2014-01-04,Togdheer,Burco,Burco Water Agency BH8,Mahamed Ali,,UAERC - United Arab Emirates Red Crescent,01-02-12,9.5405,45.5172,,Yes,Yes,,Buroa Water Agency,Pump Replacement,2013-08-01
BHWGHA102,Borehole,Somaliland_MoWR,2014-01-02,Woqooyi Galbeed,Hargeisa,Baliga Cas BH1,Baliga cas,,IR - Islamic Relief Somalia,01-06-12,9.8253,44.0547,,Yes,Yes,,,,
BHTGBC049,Borehole,Somaliland_MoWR,2014-01-05,Togdheer,Burco,Kowsar,Kowsar,,UNHABITAT - United Nations Human Settlements Programme,01-06-04,9.5844,45.5205,,Yes,No,,Somaliland MoWR - Ministry of Water Resources ,Pipe replacement,2011-10-01
BHTGBC064,Borehole,Somaliland_MoWRD,2019-09-25,Togdheer,Burco,Borehole 1,burco,0.0,GTZ - German Agency for Technical Assistance,25-09-81,9.5399,45.5272,4.9,Yes,Yes,,UNICEF - United Nations Children's Fund,Raysing pipe and samersible pump,2019-06-21
BHTGBC065,Borehole,Somaliland_MoWR,2014-01-04,Togdheer,Burco,Sodani,Safari,,Ahmed Hussein (Sodani),01-01-00,9.5632,45.5281,,Yes,Yes,,Sodani (owner),Pump Replaced,2013-10-01
BHTGBC066,Borehole,SWALIM_WSIS,2008-12-05,Togdheer,Burco,Soodaani,,,,,9.3632,45.5281,,Yes,Yes,,,,
BHWGBE033,Borehole,Somaliland_MoWR,2014-02-04,Woqooyi Galbeed,Berbera,Kalabaydh BH2,Kalabaydhka,,EWADA East Africa,01-01-14,10.2816,45.1137,,Yes,Yes,,,,
BHTGBC067,Borehole,Somaliland_MoWR,2014-01-03,Togdheer,Burco,UNHABITAT BH1,Muruqmal,,UNHABITAT - United Nations Human Settlements Programme,01-01-04,9.5416,45.5286,,Yes,Yes,,Buroa Water Agency,2 New generators where installed 350KVA PERKINS,2010-12-01
BHTGOD015,Borehole,Somaliland_MoWRD,2019-10-29,Togdheer,Owdweyne,Dubur borehole 7,Dubur,0.0,Private,29-10-16,9.8631,45.2445,4.9,No,Yes,,,,
BHWGHA062,Borehole,Somaliland_MoWR,2014-01-26,Woqooyi Galbeed,Hargeisa,Xasan Askari BH2,Darasalam,,Private,01-06-83,9.7625,44.0154,,No,No,,Private,,
SPBRBO015,Spring,SWALIM_WSIS,2008-05-31,Bari,Bossaso,xamur 3,Laag,,,,11.0236,49.1461,,Yes,Yes,,,,
BHTGBC119,Borehole,Somaliland_MoWRD,2019-09-25,Togdheer,Burco,Borehole14,burco,0.0,TS - Terra Solidali,21-04-11,9.5111,45.5715,4.9,Yes,Yes,,DRC - Danish Refugee Council,Checking for the pump and the pipeline,2019-08-21
BHTGBC069,Borehole,Somaliland_MoWRD,2019-09-25,Togdheer,Burco,Borehole 3,burco,0.0,GTZ - German Agency for Technical Assistance,21-04-81,9.5393,45.53,4.9,Yes,Yes,,UNICEF - United Nations Children's Fund,,
BHTGBC070,Borehole,Somaliland_MoWR,2014-02-02,Togdheer,Burco,Agomaha BH3,Mahamoud Ahmed Ali,,Rabidatul Islam,01-06-13,9.5332,45.53,,Yes,Yes,,,,
BHTGBC073,Borehole,Somaliland_MoWR,2014-01-03,Togdheer,Burco,GTZ BH2,Shacabka,,GTZ - German Agency for Technical Assistance,01-06-78,9.5392,45.5305,,Yes,Yes,,HAVOYOCO - Hargeisa Voluntary Youth Committee,"Fencing,  Borehole head cover and generator house repair",2012-01-01
BHTGBC074,Borehole,Somaliland_MoWRD,2019-09-25,Togdheer,Burco,Borehole 2,burco,0.0,United Nations Human Settlements Programme,27-09-01,9.5411,45.531,4.9,Yes,Yes,,,Pump,2019-10-25
BHTGBC075,Borehole,Somaliland_MoWRD,2019-09-25,Togdheer,Burco,Borehole4,Burco,0.0,United Nations Human Settlements Programme,22-05-02,9.5359,45.532,4.9,Yes,Yes,,NRC - Norwegian Refugee Council,Sumersal pump and raysal pump,2019-03-20
BHTGBC076,Borehole,SWALIM_WSIS,2008-12-05,Togdheer,Burco,Maxied Yasin,,,,,9.5302,45.532,,Yes,Yes,,,,
BHTGBC127,Borehole,Somaliland_MoWR,2014-01-03,Togdheer,Burco,Timawayn,Timoweyn,,Khalifa Foundation UAE,01-12-11,9.5038,45.5767,,Yes,Yes,,,,
DWMSBA019,Dug Well,WOCCA,2011-06-14,Middle Shabelle,Balcad,Yaqle,Yaqle,,, 10/1/2010,2.5088,45.4854,,Yes,Yes,,WOCCA,,2010-10-01
BHTGBC077,Borehole,Somaliland_MoWR,2014-01-06,Togdheer,Burco,UNHABITAT BH2,Shacab Area,,UNHABITAT - United Nations Human Settlements Programme,01-03-04,9.5354,45.5337,,Yes,Yes,,,Pump Replaced,2013-10-01
BHTGBC080,Borehole,Somaliland_MoWR,2014-01-04,Togdheer,Burco,DRC,Jaliyada,,Danish Refugee Council (Somaliland),01-06-03,9.5485,45.5422,,Yes,Yes,,,Pump Replaced,2013-02-01
BHTGBC082,Borehole,SWALIM_WSIS,2008-11-05,Togdheer,Burco,Burco Water Agency BH5,,,,,9.5449,45.5423,,Yes,Yes,,,,
DWNGEY007,Dug Well,SWALIM_WSIS,2008-06-29,Nugaal,Eyl,Xolob,Dhiganle,,,,7.8752,49.5607,,Yes,Yes,,,,
BHTGBC113,Borehole,Somaliland_MoWRD,2019-11-02,Togdheer,Burco,Meet slaughter comp Borehole,Burco,0.3,Private,03-11-16,9.5017,45.568,4.7,Yes,Yes,,Somaliland MoWRD - Ministry of Water Resources Development,,
BHTGBC114,Borehole,Somaliland_MoWRD,2019-10-12,Togdheer,Burco,Xasan xirsi borehole,Burco,0.0,Private,12-10-02,9.5206,45.5698,4.9,Yes,Yes,,,,
BHTGBC116,Borehole,Somaliland_MoWRD,2019-10-12,Togdheer,Burco,Bustaale borehole,Burco,,Private,12-10-99,9.5198,45.5706,4.9,Yes,Yes,,,,
BHWGBE016,Borehole,Somaliland_MoWRD,2019-10-30,Woqooyi Galbeed,Berbera,Galgumare4,Galgumare,18.0,DP World,28-02-19,10.2357,45.0618,4.9,Yes,Yes,,,,
BHWGHA165,Borehole,SWALIM_HGS,2011-12-26,Woqooyi Galbeed,Hargeisa,Malowle 1,,5.0,,,9.5792,43.90842,,,No,,Somaliland MoWRD - Ministry of Water Resources Development,,
BHTGBC123,Borehole,Somaliland_MoWRD,2019-10-12,Togdheer,Burco,Burco borehole 7,Burco,0.0,IR - Islamic Relief,12-10-17,9.5206,45.5735,4.9,Yes,Yes,,,,
BHTGBC124,Borehole,Somaliland_MoWR,2014-01-05,Togdheer,Burco,Ilma Nadif Ajab,Aden Suleiman,,Nadif Ajab Awale,01-01-85,9.5192,45.5741,,Yes,No,,Ilma Nadif Ajab,Pump Replaced and Generator,2011-08-01
BHWGBE042,Borehole,SWALIM_HGS,2012-02-19,Woqooyi Galbeed,Berbera,Fara-Deero/B-059,,,,,10.23886,45.08396,,,Yes,,GSA - General Service Agency,,2011-08-30
BHTGBC125,Borehole,Somaliland_MoWRD,2019-10-12,Togdheer,Burco,Burco borehole 9,Burco,0.0,Action Afrika Hilfe e.V,12-10-13,9.5196,45.5749,4.9,Yes,Yes,,,,
BHTGBC146,Borehole,Somaliland_MoWR,2014-01-07,Togdheer,Burco,Ilays  Soap Factory,I lays Factory area,,Private,01-05-05,9.4846,45.6042,,Yes,Yes,,GTZ - German Agency for Technical Assistance,Riser pipes replacement,2013-02-01
BHTGSH003,Borehole,Somaliland_MoWRD,2019-10-11,Woqooyi Galbeed,Sheikh,Gelokordlbh,Gelokor,,COOPI - Cooperazione Internazionale,23-10-00,10.1364,45.1823,4.9,Yes,Yes,,,,
BHTGOD007,Borehole,Somaliland_MoWR,2014-02-02,Togdheer,Owdweyne,Dubur BH1,Dubur,,Chinese Government,01-06-80,9.853,45.2412,,Yes,Yes,,ICRC - International Committee of The Red Cross,,
BHTGBC128,Borehole,Somaliland_MoWRD,2015-09-25,Togdheer,Burco,Borehole15,burco,0.0,Emirates,22-04-15,9.504,45.5771,4.9,Yes,Yes,,,,
DWAWBO068,Dug Well,SWALIM_WSIS,2008-06-17,Awdal,Borama,Cad Cad 3,Jaaraa Horoto,,,,9.8636,43.3266,,Yes,Yes,,,,
BHTGBC131,Borehole,Somaliland_MoWR,2014-01-05,Togdheer,Burco,Agomaha BH1,Aden Suleiman,,UAERC - United Arab Emirates Red Crescent,01-05-13,9.523,45.5852,,Yes,Yes,,,,
BHWGBE008,Borehole,Somaliland_MoWR,2014-01-28,Woqooyi Galbeed,Berbera,Cali Haybe,Lafaruug,,Private,01-06-83,9.9743,44.7722,,Yes,Yes,,,,
BHTGBC132,Borehole,Somaliland_MoWRD,2019-10-12,Togdheer,Burco,Dr Ahmed Borehole,Burco,1.0,Community,12-10-15,9.519778,45.58795,4.9,Yes,Yes,,UNICEF - United Nations Children's Fund,,
DWAWGE002,Dug Well,SWALIM Archives,2004-04-17,Awdal,Gebiley,Satiile 1(near,,,,,9.8018,43.3956,,,,,,,
BHTGBH012,Borehole,Somaliland_MoWR,2014-01-26,Togdheer,Buhoodle,Shululux,Shululux,,NCA - Norwegian Church Aid,01-06-13,8.6116,46.694,,Yes,Yes,,,,
BHTGBH014,Borehole,SWALIM_WSIS,2008-05-14,Togdheer,Buhoodle,Silhawle,Tuulo samakab,,,,8.6936,47.0266,,Yes,Yes,,,,
BHWGBE010,Borehole,Somaliland_MoWR,2014-01-29,Woqooyi Galbeed,Berbera,Xabaalo Tumaalood,Xabaalo Tumaalood,,IR - Islamic Relief Somalia,01-06-13,10.2156,44.8844,,Yes,Yes,,,,
DWAWZE001,Dug Well,Somaliland_MoWRD,2019-12-18,Awdal,Zeylac,Nuur odawa2,Nuur odawa,,Community,12/21/1988,10.6155,42.7477,4.9,no,Abandoned,The flood destroyed,,,
BHWGBE020,Borehole,Somaliland_MoWR,2014-02-03,Woqooyi Galbeed,Berbera,Faradero BH2,Fradeero,,Ajaberi company,01-06-12,10.2399,45.0839,,Yes,Yes,,S/N/N,,
BHWGGE039,Borehole,Somaliland_MoWR,2014-01-16,Woqooyi Galbeed,Gebiley,Baxsane BH2,Arabsiyo,,,01-06-08,9.6764,43.7852,,Yes,Yes,,,,
BHTGBH016,Borehole,Somaliland_MoWRD,2019-10-03,Togdheer,Buhoodle,Buhodle Borehole 2 (faarah Buley),Buhodle,1.0,UNICEF - United Nations Children's Fund,03-05-09,8.2214,46.3527,4.9,No,No,,,,
DWSLLA015,Dug Well,SWALIM_WSIS,2008-04-13,Sool,Laas Caanood,Dhuyaxuusho,Las anod,,,,8.5355,47.3593,,Yes,Yes,,,,
BHWGHA080,Borehole,Somaliland_MoWRD,2019-10-17,Woqooyi Galbeed,Hargeisa,Tirfaclebh,Tirfacle,2.0,Private,12-10-19,9.445,44.0404,4.9,No,No,Ongoing,,,
DWBKRA006,Dug Well,SWALIM Archives,2004-05-26,Bakool,Rab Dhuure,isdhooroto,,15.0,,27-05-05,4.0977,43.1599,,No,Yes,,,,2005-06-23
BHTGBH017,Borehole,Somaliland_MoWRD,2019-10-03,Togdheer,Buhoodle,Buhodle Farah Buley borehole 1,Buhodle,2.0,NPA - Norwegian Peoples Aid ,03-10-06,8.2199,46.3559,4.9,No,Abandoned,It needs replacement,,,
BHTGBH019,Borehole,SWALIM_HGS,2012-01-25,Togdheer,Buhoodle,Qararrooyin/BUUB002,,,,,8.21996,46.35598,,,Yes,,,,
BHTGOD001,Borehole,SWALIM_HGS,2011-12-17,Togdheer,Owdweyne,Harasheikh,,,,,9.52,44.8701,,,,,UNICEF - United Nations Children's Fund,,
BHTGOD002,Borehole,Somaliland_MoWRD,2019-10-21,Togdheer,Owdweyne,owdweyne new Drilling Borehole,owdweyne,3.0,Action Afrika Hilfe e.V,,9.3872,45.1057,4.7,No,Abandoned,No water and also poor technical staff,,,
BHTGOD003,Borehole,Somaliland_MoWR,2014-02-01,Togdheer,Owdweyne,owdweyne,owdweyne,,ICRC - International Committee of The Red Cross,01-06-10,9.3978,45.1097,,No,No,,,,
BHWGBE041,Borehole,SWALIM_HGS,2012-02-18,Woqooyi Galbeed,Berbera,Dubar/B-058,,,,,10.32543,44.95113,,,Yes,,,,
BHTGOD005,Borehole,Somaliland_MoWRD,2013-10-21,Togdheer,Owdweyne,Ceel xume Borehole 2,Ceel xume,0.0,ISRC - Islamic Relief Committee,21-10-08,9.3807,45.1632,4.9,No,No,,,,
BHTGOD006,Borehole,Somaliland_MoWRD,2019-10-21,Togdheer,Owdweyne,Ceel xume Borehole,Ceel xume,0.0,Private,21-10-14,9.3796,45.1645,4.9,Yes,No,The problem is pumb and the pipe,,Pumb and the pipe,
BHTGOD008,Borehole,Somaliland_MoWRD,2019-10-18,Togdheer,Owdweyne,Duhur borehole 2,Dubur Sheikh,5.0,Community,18-10-82,9.853,45.2413,4.9,Yes,Yes,,,,
BHTGOD010,Borehole,Somaliland_MoWRD,2019-10-18,Togdheer,Owdweyne,Dubur borehole 1,Sheikh dubur,6.0,Community,18-10-18,9.8517,45.2416,4.9,Yes,Yes,,CPD,,
BHTGOD011,Borehole,Somaliland_MoWR,2014-02-02,Togdheer,Owdweyne,Dubur BH2,Dubur,,Gifts of private company,01-06-09,9.8576,45.2428,,Yes,Yes,,NRC - Norwegian Refugee Council,,
DWAWBA001,Dug Well,SWALIM_WSIS,2008-05-28,Awdal,Baki,Old Baki 1,Old Baki Town,,,,9.946,43.3469,,Yes,Yes,,,,
BHTGOD012,Borehole,Somaliland_MoWRD,2019-10-18,Togdheer,Owdweyne,Dubur borehole 3,Dubur Sheikh,5.0,Community,18-10-08,9.8561,45.2428,19,Yes,Yes,,,,
BHWGBE011,Borehole,Somaliland_MoWRD,2019-10-12,Woqooyi Galbeed,Berbera,Jiftobh,Jifto,,ICRC - International Committee of The Red Cross,23-10-05,10.3254,44.9509,4.9,Yes,Abandoned,Had water,,,
BHWGHA004,Borehole,Somaliland_MoWR,2014-01-16,Woqooyi Galbeed,Hargeisa,Geed Abeera,Geed abeera,,ICRC - International Committee of The Red Cross,01-06-07,9.5861,43.7579,,No,No,,IRC - International Rescue Committee,,
BHTGOD013,Borehole,Somaliland_MoWRD,2019-10-18,Togdheer,Owdweyne,Dubar borehole 4,Dubar Sheikh,5.0,Community,18-10-14,9.8576,45.2429,4.9,Yes,Yes,,,,
BHTGOD017,Borehole,Somaliland_MoWRD,2019-10-29,Togdheer,Owdweyne,Dubur borehole 6,Dubur ,2.0,Somaliland MoWRD - Ministry of Water Resources Development,29-10-15,9.8637,45.245,4.9,Yes,Yes,,,,
BHWGGE035,Borehole,Somaliland_MoWRD,2019-10-25,Woqooyi Galbeed,Gebiley,Calikanada,Arabisyo,5.0,Private,12-07-19,9.6578,43.7713,4.9,Yes,Yes,,,,
BHTGOD018,Borehole,Somaliland_MoWRD,2019-10-29,Togdheer,Owdweyne,Dubur borehole 9,Dubur,0.0,Private,29-10-18,9.8626,45.2455,4.7,Yes,Yes,,,,
BHTGOD019,Borehole,Somaliland_MoWR,2014-02-02,Togdheer,Owdweyne,Barwodharag BH1,Dubur,,Private,01-06-11,9.8689,45.25,,Yes,Yes,,,,
BHTGOD026,Borehole,SWALIM_HGS,2012-02-24,Togdheer,Owdweyne,Dubur/B-062,,,,,9.86888,45.25,,,Yes,,,,
BHTGOD027,Borehole,SWALIM_HGS,2012-02-28,Togdheer,Owdweyne,Dubur/SHB001,,,,,9.872638,45.242861,,,Yes,,,,
DWAWBA059,Dug Well,SWALIM_WSIS,2008-05-13,Awdal,Baki,Geb,Sheed Dheer,,,,10.3085,43.4693,,Yes,Yes,,,,
BHTGOD028,Borehole,SWALIM_HGS,2012-02-28,Togdheer,Owdweyne,Dubur/SHB002,,,,,9.857638,45.241166,,,Yes,,,,
BHWGGE050,Borehole,SWALIM_HGS,2012-01-05,Woqooyi Galbeed,Gebiley,Gab;B_023,kalabaydh,,,,9.69443,43.57385,,,Yes,,S/N/N,,2008-12-04
BHWGBE003,Borehole,Somaliland_MoWRD,2019-10-15,Woqooyi Galbeed,Berbera,Bulaxarbh,Bulaxar,19.0,Somaliland MoWRD - Ministry of Water Resources Development,12-11-18,10.2199,44.4541,4.9,Yes,Yes,,,,
BHWGBE005,Borehole,Somaliland_MoWRD,2019-10-15,Woqooyi Galbeed,Berbera,Geribh,Geri,1.0,Community,12-11-04,10.3667,44.5839,4.9,Yes,Abandoned,Community conflict,,,
BHWGBE006,Borehole,Somaliland_MoWR,2014-01-03,Woqooyi Galbeed,Berbera,Geeri,Geeri,,Community,01-06-11,10.3668,44.5839,,Yes,Yes,,,,
BHWGBE007,Borehole,Somaliland_MoWRD,2019-10-12,Woqooyi Galbeed,Berbera,Calihaybebh,Lafarug,2.0,Private,12-10-07,9.9744,44.772,4.9,Yes,Yes,,,,
DWMDHO054,Dug Well,SWALIM_WSIS,2008-02-08,Mudug,Hobyo,Kuro,Lulubsho,,,,5.6797,48.0725,,,Yes,,,,
BHWGBE009,Borehole,Somaliland_MoWRD,2019-10-12,Woqooyi Galbeed,Berbera,Xabalatumalbh,Xabalatumaal,,IR - Islamic Relief Somalia,23-10-13,10.2155,44.8844,4.9,Yes,Yes,,,,
BHWGBE012,Borehole,Somaliland_MoWR,2014-01-29,Woqooyi Galbeed,Berbera,Jiifto,Jiifto,,ICRC - International Committee of The Red Cross,01-06-05,10.3254,44.9511,,No,No,,ICRC - International Committee of The Red Cross,Changed solar system,2009-07-01
BHWGBE013,Borehole,Somaliland_MoWR,2014-01-30,Woqooyi Galbeed,Berbera,Ina Xarbi,Berbera,,ALharbi company,01-01-14,10.3977,45.0394,,No,No,,,,
BHWGBE017,Borehole,Somaliland_MoWR,2014-02-03,Woqooyi Galbeed,Berbera,Faradero BH3,Fradeero,,Turkish Government,01-06-13,10.2403,45.0831,,Yes,Yes,,S/N/N,,
DWAWBA006,Dug Well,SWALIM Archives,2005-03-05,Awdal,Baki,BASHW7,,0.05,Community,19-06-05,10.0344,43.3508,,Yes,Yes,,,,
BHWGBE018,Borehole,Somaliland_MoWRD,2019-10-30,Woqooyi Galbeed,Berbera,Faradero2,Faradero2,16.0,Somaliland MoWRD - Ministry of Water Resources Development,11-11-04,10.2402,45.0831,4.9,Yes,Yes,,,,
BHWGGE037,Borehole,Somaliland_MoWR,2014-01-16,Woqooyi Galbeed,Gebiley,Baxsane BH1,Arabsiyo,,Private,01-06-84,9.6769,43.7829,,Yes,Yes,,,,
DMBYQA006,Dam,SWALIM_WSIS,2009-10-22,Bay,Qansax Dheere,Bambaxaliimo,Baambaxaliimo,,,,2.825,42.6,,Yes,Yes,,,,
